Name,Morningstar Category,YTD (Daily),1 Yr,3 Yr,5 Yr,10 Yr,Life of Fund,Expense Ratio - Net,Expense Ratio - Gross,Morningstar- Overall,Morningstar- 3yrs,Morningstar- 5yrs,Morningstar- 10yrs,Morningstar Category Risk,Standard Deviation,3 Year Sharpe Ratio,Beta,R2,Manager Tenure,Inception Date,Assets (Millions),Turnover Rates,Minimum Investment,Load (Y/N),Expense Ratio - Net,Expense Ratio - Gross,NTF,1-year Rank,3-year Rank,5-year Rank,10-year Rank,Average Maturity,Average Duration,Minimum Investment,7-Day Yield,30-Day Yield,Last Dividend,YTD (Daily),1 Month,3 Month,YTD,NAV ($),NAV Change ($),NAV Change (%),30-Day Yield (%),7-Day Yield (%),Minimum Investment,Last Dividend
DWS Capital Growth Fund - Class Institutional (SDGTX),Large Growth,14.23%,37.54% (6/30/2021),24.69% (6/30/2021),23.07% (6/30/2021),16.93% (6/30/2021),7.06% (6/30/2021),0.69%,0.70%,4 (1138 Rated),4 (1138 Rated),4 (1024 Rated),4 (761 Rated),6,19.08 (06/30/2021),1.23 (06/30/2021),0.95 (06/30/2021),0.98 (06/30/2021),5 years,07/14/2000,"$2,291.97",12% (09/30/2020),"$1,000,000.00",N,0.69%,0.70%,N,  74% (1239 Funds),  27% (1138 Funds),  36% (1024 Funds),  32% (761 Funds),-,-,"$1,000,000",-,0.00% (06/30/2021),$0.084 (12/11/2020),14.23% (7/15/2021),6.70% (6/30/2021),11.94% (6/30/2021),12.15% (6/30/2021),$126.61,-$0.62,-0.49%,-,-,"$1,000,000.00",$0.084 (12/11/2020)
DWS Core Equity Fund - Class A (SUWAX),Large Blend,16.22%,41.12% (6/30/2021),16.24% (6/30/2021),16.61% (6/30/2021),13.86% (6/30/2021),3.77% (6/30/2021),0.84%,0.84%,3 (1257 Rated),3 (1257 Rated),3 (1099 Rated),3 (820 Rated),6,19.11 (06/30/2021),0.78 (06/30/2021),1.00 (06/30/2021),0.99 (06/30/2021),8 years,05/31/1929,"$4,543.53",46% (09/30/2020),"$2,500.00",Y,0.84%,0.84%,Y,  48% (1386 Funds),  65% (1257 Funds),  51% (1099 Funds),  45% (820 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$0.0599 (06/23/2021),16.22% (7/15/2021),2.66% (6/30/2021),9.43% (6/30/2021),14.90% (6/30/2021),$35.05,-$0.18,-0.51%,-,-,"$2,500.00",$0.0599 (06/23/2021)
DWS Core Equity Fund - Class C (SUWCX),Large Blend,15.73%,40.00% (6/30/2021),15.35% (6/30/2021),15.72% (6/30/2021),12.99% (6/30/2021),2.98% (6/30/2021),1.61%,1.61%,2 (1257 Rated),2 (1257 Rated),3 (1099 Rated),2 (820 Rated),6,19.10 (06/30/2021),0.74 (06/30/2021),1.00 (06/30/2021),0.99 (06/30/2021),8 years,05/31/1929,"$4,543.53",46% (09/30/2020),"$2,500.00",N,1.61%,1.61%,N,  61% (1386 Funds),  76% (1257 Funds),  66% (1099 Funds),  65% (820 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$0.013 (09/23/2020),15.73% (7/15/2021),2.57% (6/30/2021),9.24% (6/30/2021),14.44% (6/30/2021),$33.11,-$0.17,-0.51%,-,-,"$2,500.00",$0.013 (09/23/2020)
DWS Core Equity Fund - Class Inst (SUWIX),Large Blend,16.41%,41.44% (6/30/2021),16.56% (6/30/2021),16.94% (6/30/2021),14.23% (6/30/2021),4.05% (6/30/2021),0.57%,0.57%,3 (1257 Rated),3 (1257 Rated),3 (1099 Rated),3 (820 Rated),6,19.12 (06/30/2021),0.80 (06/30/2021),1.00 (06/30/2021),0.99 (06/30/2021),8 years,05/31/1929,"$4,543.53",46% (09/30/2020),"$1,000,000.00",N,0.57%,0.57%,N,  45% (1386 Funds),  60% (1257 Funds),  44% (1099 Funds),  34% (820 Funds),-,-,"$1,000,000",-,0.00% (06/30/2021),$0.0843 (06/23/2021),16.41% (7/15/2021),2.67% (6/30/2021),9.49% (6/30/2021),15.04% (6/30/2021),-,-,-,-,-,"$1,000,000.00",$0.0843 (06/23/2021)
DWS CROCI Equity Dividend Fund - Class A (KDHAX),Large Value,13.76%,27.84% (6/30/2021),9.13% (6/30/2021),10.32% (6/30/2021),9.51% (6/30/2021),10.03% (6/30/2021),1.02%,1.02%,2 (1141 Rated),2 (1141 Rated),2 (1012 Rated),2 (740 Rated),6,19.53 (06/30/2021),0.40 (06/30/2021),0.94 (06/30/2021),0.94 (06/30/2021),7 years,03/18/1988,"$1,042.24",101% (11/30/2020),"$2,500.00",Y,1.02%,1.02%,Y,  93% (1210 Funds),  85% (1141 Funds),  81% (1012 Funds),  86% (740 Funds),-,-,"$2,500",-,1.70% (06/30/2021),$0.3891 (06/23/2021),13.76% (7/15/2021),-0.41% (6/30/2021),3.39% (6/30/2021),13.22% (6/30/2021),$57.04,$0.09,0.16%,-,-,"$2,500.00",$0.3891 (06/23/2021)
DWS CROCI Equity Dividend Fund - Class C (KDHCX),Large Value,13.26%,26.83% (6/30/2021),8.33% (6/30/2021),9.49% (6/30/2021),8.69% (6/30/2021),9.19% (6/30/2021),1.80%,1.80%,2 (1141 Rated),2 (1141 Rated),2 (1012 Rated),1 (740 Rated),6,19.52 (06/30/2021),0.36 (06/30/2021),0.94 (06/30/2021),0.94 (06/30/2021),7 years,03/18/1988,"$1,042.24",101% (11/30/2020),"$2,500.00",N,1.80%,1.80%,N,  95% (1210 Funds),  90% (1141 Funds),  87% (1012 Funds),  93% (740 Funds),-,-,"$2,500",-,1.00% (06/30/2021),$0.2777 (06/23/2021),13.26% (7/15/2021),-0.49% (6/30/2021),3.18% (6/30/2021),12.74% (6/30/2021),$56.89,$0.09,0.16%,-,-,"$2,500.00",$0.2777 (06/23/2021)
DWS CROCI Equity Dividend Fund - Class Inst (KDHIX),Large Value,13.93%,28.16% (6/30/2021),9.43% (6/30/2021),10.60% (6/30/2021),9.81% (6/30/2021),10.22% (6/30/2021),0.77%,0.77%,2 (1141 Rated),2 (1141 Rated),2 (1012 Rated),2 (740 Rated),6,19.53 (06/30/2021),0.42 (06/30/2021),0.94 (06/30/2021),0.94 (06/30/2021),7 years,03/18/1988,"$1,042.24",101% (11/30/2020),"$1,000,000.00",N,0.77%,0.77%,N,  93% (1210 Funds),  82% (1141 Funds),  78% (1012 Funds),  83% (740 Funds),-,-,"$1,000,000",-,2.10% (06/30/2021),$0.4261 (06/23/2021),13.93% (7/15/2021),-0.40% (6/30/2021),3.44% (6/30/2021),13.37% (6/30/2021),$57.05,$0.09,0.16%,-,-,"$1,000,000.00",$0.4261 (06/23/2021)
DWS CROCI U.S. Fund - Class A (DCUAX),Large Value,15.49%,30.44% (6/30/2021),6.29% (6/30/2021),8.50% (6/30/2021),-,5.61% (6/30/2021),1.01%,1.01%,1 (1141 Rated),1 (1141 Rated),1 (1012 Rated),-,6,22.87 (06/30/2021),0.22 (06/30/2021),1.08 (06/30/2021),0.91 (06/30/2021),6 years,04/10/2015,$724.94,138% (09/30/2020),"$2,500.00",Y,1.01%,1.01%,Y,  92% (1210 Funds),  96% (1141 Funds),  94% (1012 Funds),-,-,-,"$2,500",-,1.30% (06/30/2021),$0.2206 (12/15/2020),15.49% (7/15/2021),1.17% (6/30/2021),4.31% (6/30/2021),15.11% (6/30/2021),$12.15,-$0.02,-0.16%,-,-,"$2,500.00",$0.2206 (12/15/2020)
DWS CROCI U.S. Fund - Class C (DCUCX),Large Value,14.96%,29.18% (6/30/2021),5.46% (6/30/2021),7.66% (6/30/2021),-,4.79% (6/30/2021),1.81%,1.81%,1 (1141 Rated),1 (1141 Rated),1 (1012 Rated),-,6,22.86 (06/30/2021),0.18 (06/30/2021),1.08 (06/30/2021),0.91 (06/30/2021),6 years,04/10/2015,$724.94,138% (09/30/2020),"$2,500.00",N,1.81%,1.81%,N,  92% (1210 Funds),  97% (1141 Funds),  96% (1012 Funds),-,-,-,"$2,500",-,0.50% (06/30/2021),$0.1364 (12/15/2020),14.96% (7/15/2021),1.01% (6/30/2021),4.00% (6/30/2021),14.67% (6/30/2021),$11.99,-$0.03,-0.25%,-,-,"$2,500.00",$0.1364 (12/15/2020)
DWS CROCI U.S. Fund - Class Inst (DCUIX),Large Value,15.71%,30.75% (6/30/2021),6.58% (6/30/2021),8.81% (6/30/2021),-,5.90% (6/30/2021),0.67%,0.71%,1 (1141 Rated),1 (1141 Rated),1 (1012 Rated),-,6,22.87 (06/30/2021),0.23 (06/30/2021),1.08 (06/30/2021),0.91 (06/30/2021),6 years,04/10/2015,$724.94,138% (09/30/2020),"$1,000,000.00",N,0.67%,0.71%,N,  92% (1210 Funds),  96% (1141 Funds),  92% (1012 Funds),-,-,-,"$1,000,000",-,1.70% (06/30/2021),$0.2573 (12/15/2020),15.71% (7/15/2021),1.09% (6/30/2021),4.31% (6/30/2021),15.33% (6/30/2021),$12.15,-$0.03,-0.25%,-,-,"$1,000,000.00",$0.2573 (12/15/2020)
DWS Equity 500 Index Fund - Class Inst (BTIIX),Large Blend,16.87%,40.54% (6/30/2021),18.54% (6/30/2021),17.44% (6/30/2021),14.59% (6/30/2021),10.38% (6/30/2021),0.20%,0.29%,4 (1257 Rated),4 (1257 Rated),4 (1099 Rated),4 (820 Rated),6,18.46 (06/30/2021),0.93 (06/30/2021),1.00 (06/30/2021),1.00 (06/30/2021),14 years,12/31/1992,$645.16,4% (12/31/2020),"$1,000,000.00",N,0.20%,0.29%,N,  56% (1386 Funds),  31% (1257 Funds),  31% (1099 Funds),  23% (820 Funds),-,-,"$1,000,000",-,0.00% (06/30/2021),$0.6964 (06/23/2021),16.87% (7/15/2021),2.32% (6/30/2021),8.49% (6/30/2021),15.14% (6/30/2021),$220.39,-$0.72,-0.33%,-,-,"$1,000,000.00",$0.6964 (06/23/2021)
DWS ESG Core Equity Fund - Class A (MIDVX),Large Blend,18.72%,45.75% (6/30/2021),15.17% (6/30/2021),12.70% (6/30/2021),11.35% (6/30/2021),8.95% (6/30/2021),0.99%,0.99%,2 (1257 Rated),2 (1257 Rated),1 (1099 Rated),2 (820 Rated),6,19.41 (06/30/2021),0.71 (06/30/2021),1.00 (06/30/2021),0.97 (06/30/2021),2 years,08/01/2005,$216.87,17% (11/30/2020),"$2,500.00",Y,0.99%,0.99%,Y,  15% (1386 Funds),  78% (1257 Funds),  93% (1099 Funds),  89% (820 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$0.1401 (12/17/2020),18.72% (7/15/2021),2.87% (6/30/2021),8.95% (6/30/2021),16.78% (6/30/2021),$20.80,-$0.10,-0.48%,-,-,"$2,500.00",$0.1401 (12/17/2020)
DWS ESG Core Equity Fund - Class C (MIDZX),Large Blend,18.15%,44.59% (6/30/2021),14.32% (6/30/2021),11.86% (6/30/2021),10.50% (6/30/2021),8.16% (6/30/2021),1.74%,1.74%,1 (1257 Rated),2 (1257 Rated),1 (1099 Rated),1 (820 Rated),6,19.39 (06/30/2021),0.67 (06/30/2021),1.00 (06/30/2021),0.97 (06/30/2021),2 years,08/01/2005,$216.87,17% (11/30/2020),"$2,500.00",N,1.74%,1.74%,N,  19% (1386 Funds),  84% (1257 Funds),  96% (1099 Funds),  93% (820 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$0.0046 (12/17/2020),18.15% (7/15/2021),2.76% (6/30/2021),8.71% (6/30/2021),16.26% (6/30/2021),$20.05,-$0.10,-0.50%,-,-,"$2,500.00",$0.0046 (12/17/2020)
DWS ESG Core Equity Fund - Class Institutional (MIDIX),Large Blend,18.93%,46.23% (6/30/2021),15.51% (6/30/2021),13.01% (6/30/2021),11.65% (6/30/2021),9.31% (6/30/2021),0.68%,0.68%,2 (1257 Rated),2 (1257 Rated),1 (1099 Rated),2 (820 Rated),6,19.46 (06/30/2021),0.73 (06/30/2021),1.00 (06/30/2021),0.97 (06/30/2021),2 years,08/01/2005,$216.87,17% (11/30/2020),"$1,000,000.00",N,0.68%,0.68%,N,  14% (1386 Funds),  74% (1257 Funds),  92% (1099 Funds),  87% (820 Funds),-,-,"$1,000,000",-,0.00% (06/30/2021),$0.1937 (12/17/2020),18.93% (7/15/2021),2.87% (6/30/2021),9.01% (6/30/2021),16.92% (6/30/2021),$20.80,-$0.09,-0.43%,-,-,"$1,000,000.00",$0.1937 (12/17/2020)
DWS Large Cap Focus Growth Fund - Class A (SGGAX),Large Growth,12.93%,38.15% (6/30/2021),25.32% (6/30/2021),22.67% (6/30/2021),16.35% (6/30/2021),9.81% (6/30/2021),1.09%,1.18%,3 (1138 Rated),4 (1138 Rated),3 (1024 Rated),3 (761 Rated),6,18.90 (06/30/2021),1.27 (06/30/2021),0.94 (06/30/2021),0.96 (06/30/2021),5 years,05/15/1991,$389.67,21% (07/31/2020),"$2,500.00",Y,1.09%,1.18%,Y,  71% (1239 Funds),  22% (1138 Funds),  41% (1024 Funds),  44% (761 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$   0.00 (12/11/2015),12.93% (7/15/2021),6.39% (6/30/2021),11.80% (6/30/2021),11.66% (6/30/2021),$78.18,-$0.41,-0.52%,-,-,"$2,500.00",$   0.00 (12/11/2015)
DWS Large Cap Focus Growth Fund - Class C (SGGCX),Large Growth,12.48%,37.12% (6/30/2021),24.39% (6/30/2021),21.75% (6/30/2021),15.48% (6/30/2021),8.99% (6/30/2021),1.84%,1.93%,3 (1138 Rated),4 (1138 Rated),3 (1024 Rated),3 (761 Rated),6,18.87 (06/30/2021),1.22 (06/30/2021),0.94 (06/30/2021),0.96 (06/30/2021),5 years,05/15/1991,$389.67,21% (07/31/2020),"$2,500.00",N,1.84%,1.93%,N,  77% (1239 Funds),  29% (1138 Funds),  49% (1024 Funds),  60% (761 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$   0.00 (12/11/2015),12.48% (7/15/2021),6.31% (6/30/2021),11.58% (6/30/2021),11.24% (6/30/2021),$62.37,-$0.32,-0.51%,-,-,"$2,500.00",$   0.00 (12/11/2015)
DWS Large Cap Focus Growth Fund - Class Inst (SGGIX),Large Growth,13.09%,38.48% (6/30/2021),25.65% (6/30/2021),22.98% (6/30/2021),16.66% (6/30/2021),10.16% (6/30/2021),0.84%,0.86%,3 (1138 Rated),4 (1138 Rated),3 (1024 Rated),3 (761 Rated),6,18.87 (06/30/2021),1.29 (06/30/2021),0.94 (06/30/2021),0.96 (06/30/2021),5 years,05/15/1991,$389.67,21% (07/31/2020),"$1,000,000.00",N,0.84%,0.86%,N,  68% (1239 Funds),  19% (1138 Funds),  37% (1024 Funds),  37% (761 Funds),-,-,"$1,000,000",-,0.00% (06/30/2021),$0.0635 (12/12/2019),13.09% (7/15/2021),6.40% (6/30/2021),11.86% (6/30/2021),11.80% (6/30/2021),$83.89,-$0.43,-0.51%,-,-,"$1,000,000.00",$0.0635 (12/12/2019)
DWS Small Cap Core Fund - Class A (SZCAX),Small Blend,26.36%,85.48% (6/30/2021),13.39% (6/30/2021),15.67% (6/30/2021),12.53% (6/30/2021),8.49% (6/30/2021),1.24%,1.27%,3 (603 Rated),3 (603 Rated),3 (512 Rated),3 (356 Rated),7,28.01 (06/30/2021),0.43 (06/30/2021),1.07 (06/30/2021),0.95 (06/30/2021),8 years,07/14/2000,$434.61,15% (09/30/2020),"$2,500.00",Y,1.24%,1.27%,Y,   4% (653 Funds),  27% (603 Funds),  26% (512 Funds),  16% (356 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$0.0514 (12/17/2020),26.36% (7/15/2021),1.59% (6/30/2021),8.53% (6/30/2021),31.88% (6/30/2021),$42.18,-$0.12,-0.28%,-,-,"$2,500.00",$0.0514 (12/17/2020)
DWS Small Cap Core Fund - Class C (SZCCX),Small Blend,25.83%,84.07% (6/30/2021),12.53% (6/30/2021),14.81% (6/30/2021),11.69% (6/30/2021),7.66% (6/30/2021),1.99%,2.05%,3 (603 Rated),3 (603 Rated),3 (512 Rated),3 (356 Rated),7,28.02 (06/30/2021),0.40 (06/30/2021),1.07 (06/30/2021),0.95 (06/30/2021),8 years,07/14/2000,$434.61,15% (09/30/2020),"$2,500.00",N,1.99%,2.05%,N,   5% (653 Funds),  38% (603 Funds),  41% (512 Funds),  41% (356 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$   0.00 (12/17/2015),25.83% (7/15/2021),1.54% (6/30/2021),8.31% (6/30/2021),31.38% (6/30/2021),$34.20,-$0.10,-0.29%,-,-,"$2,500.00",$   0.00 (12/17/2015)
DWS Small Cap Core Fund - Class Inst (SZCIX),Small Blend,26.53%,85.97% (6/30/2021),13.68% (6/30/2021),15.98% (6/30/2021),12.82% (6/30/2021),8.78% (6/30/2021),0.96%,0.96%,3 (603 Rated),3 (603 Rated),3 (512 Rated),4 (356 Rated),7,28.03 (06/30/2021),0.44 (06/30/2021),1.07 (06/30/2021),0.95 (06/30/2021),8 years,07/14/2000,$434.61,15% (09/30/2020),"$1,000,000.00",N,0.96%,0.96%,N,   4% (653 Funds),  20% (603 Funds),  20% (512 Funds),  12% (356 Funds),-,-,"$1,000,000",-,0.00% (06/30/2021),$0.1398 (12/17/2020),26.53% (7/15/2021),1.61% (6/30/2021),8.62% (6/30/2021),32.05% (6/30/2021),$44.21,-$0.12,-0.27%,-,-,"$1,000,000.00",$0.1398 (12/17/2020)
DWS Small Cap Growth Fund - Class A (SSDAX),Small Growth,5.89%,49.35% (6/30/2021),11.69% (6/30/2021),14.67% (6/30/2021),10.84% (6/30/2021),7.52% (6/30/2021),1.21%,1.25%,1 (576 Rated),1 (576 Rated),1 (505 Rated),1 (379 Rated),7,24.60 (06/30/2021),0.42 (06/30/2021),0.95 (06/30/2021),0.97 (06/30/2021),4 years,06/28/2002,$413.92,14% (09/30/2020),"$2,500.00",Y,1.21%,1.25%,Y,  66% (612 Funds),  92% (576 Funds),  91% (505 Funds),  94% (379 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$   0.00 (12/11/2015),5.89% (7/15/2021),4.27% (6/30/2021),4.00% (6/30/2021),9.78% (6/30/2021),$38.65,-$0.22,-0.57%,-,-,"$2,500.00",$   0.00 (12/11/2015)
DWS Small Cap Growth Fund - Class C (SSDCX),Small Growth,5.45%,48.22% (6/30/2021),10.85% (6/30/2021),13.80% (6/30/2021),10.01% (6/30/2021),6.71% (6/30/2021),1.96%,2.10%,1 (576 Rated),1 (576 Rated),1 (505 Rated),1 (379 Rated),7,24.56 (06/30/2021),0.39 (06/30/2021),0.95 (06/30/2021),0.97 (06/30/2021),4 years,06/28/2002,$413.92,14% (09/30/2020),"$2,500.00",N,1.96%,2.10%,N,  70% (612 Funds),  93% (576 Funds),  93% (505 Funds),  97% (379 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$   0.00 (12/11/2015),5.45% (7/15/2021),4.17% (6/30/2021),3.80% (6/30/2021),9.35% (6/30/2021),$30.56,-$0.17,-0.55%,-,-,"$2,500.00",$   0.00 (12/11/2015)
DWS Small Cap Growth Fund - Class Inst (SSDIX),Small Growth,6.04%,49.71% (6/30/2021),11.97% (6/30/2021),14.96% (6/30/2021),11.19% (6/30/2021),7.81% (6/30/2021),0.96%,0.99%,2 (576 Rated),2 (576 Rated),2 (505 Rated),1 (379 Rated),7,24.58 (06/30/2021),0.43 (06/30/2021),0.95 (06/30/2021),0.97 (06/30/2021),4 years,06/28/2002,$413.92,14% (09/30/2020),"$1,000,000.00",N,0.96%,0.99%,N,  65% (612 Funds),  91% (576 Funds),  89% (505 Funds),  90% (379 Funds),-,-,"$1,000,000",-,0.00% (06/30/2021),$   0.00 (12/11/2015),6.04% (7/15/2021),4.29% (6/30/2021),4.06% (6/30/2021),9.92% (6/30/2021),-,-,-,-,-,"$1,000,000.00",$   0.00 (12/11/2015)
DWS S&P 500 Index Fund - Class A (SXPAX),Large Blend,16.66%,40.06% (6/30/2021),18.20% (6/30/2021),17.07% (6/30/2021),14.19% (6/30/2021),10.00% (6/30/2021),0.55%,0.55%,4 (1257 Rated),3 (1257 Rated),3 (1099 Rated),4 (820 Rated),6,18.44 (06/30/2021),0.92 (06/30/2021),1.00 (06/30/2021),1.00 (06/30/2021),14 years,08/29/1997,"$1,249.28",4% (12/31/2020),"$2,500.00",Y,0.55%,0.55%,N,  61% (1386 Funds),  37% (1257 Funds),  40% (1099 Funds),  36% (820 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$0.0959 (06/23/2021),16.66% (7/15/2021),2.29% (6/30/2021),8.42% (6/30/2021),14.96% (6/30/2021),$42.69,-$0.14,-0.33%,-,-,"$2,500.00",$0.0959 (06/23/2021)
DWS S&P 500 Index Fund - Class C (SXPCX),Large Blend,16.22%,39.05% (6/30/2021),17.33% (6/30/2021),16.23% (6/30/2021),13.38% (6/30/2021),9.20% (6/30/2021),1.27%,1.27%,3 (1257 Rated),3 (1257 Rated),3 (1099 Rated),3 (820 Rated),6,18.44 (06/30/2021),0.87 (06/30/2021),1.00 (06/30/2021),1.00 (06/30/2021),14 years,08/29/1997,"$1,249.28",4% (12/31/2020),"$2,500.00",N,1.27%,1.27%,N,  69% (1386 Funds),  51% (1257 Funds),  59% (1099 Funds),  56% (820 Funds),-,-,"$2,500",-,0.00% (06/30/2021),$0.0196 (06/23/2021),16.22% (7/15/2021),2.23% (6/30/2021),8.21% (6/30/2021),14.55% (6/30/2021),$42.58,-$0.14,-0.33%,-,-,"$2,500.00",$0.0196 (06/23/2021)
Eaton Vance-Atlanta Capital Focused Growth Fund Class A (EAALX),Large Growth,16.80%,36.00% (6/30/2021),25.58% (6/30/2021),23.28% (6/30/2021),14.76% (6/30/2021),9.59% (6/30/2021),1.05%,1.10%,3 (1138 Rated),4 (1138 Rated),4 (1024 Rated),2 (761 Rated),6,16.47 (06/30/2021),1.47 (06/30/2021),0.78 (06/30/2021),0.88 (06/30/2021),6 years,04/30/2002,$455.09,23% (09/30/2020),"$2,500.00",Y,1.05%,1.10%,Y,  84% (1239 Funds),  20% (1138 Funds),  33% (1024 Funds),  71% (761 Funds),-,-,"$2,500",-,-,$0.0064 (12/10/2015),16.80% (7/15/2021),3.67% (6/30/2021),10.81% (6/30/2021),13.24% (6/30/2021),$18.08,$0.02,0.11%,-,-,"$2,500.00",$0.0064 (12/10/2015)
Eaton Vance Atlanta Capital Focused Growth Fund Class C (EAGCX),Large Growth,16.35%,34.93% (6/30/2021),24.62% (6/30/2021),22.37% (6/30/2021),13.90% (6/30/2021),8.79% (6/30/2021),1.80%,1.85%,3 (1138 Rated),4 (1138 Rated),4 (1024 Rated),2 (761 Rated),6,16.38 (06/30/2021),1.42 (06/30/2021),0.78 (06/30/2021),0.88 (06/30/2021),6 years,04/30/2002,$455.09,23% (09/30/2020),"$2,500.00",N,1.80%,1.85%,N,  89% (1239 Funds),  27% (1138 Funds),  43% (1024 Funds),  82% (761 Funds),-,-,"$2,500",-,-,$   0.00 (12/10/2015),16.35% (7/15/2021),3.66% (6/30/2021),10.58% (6/30/2021),12.86% (6/30/2021),$16.37,$0.02,0.12%,-,-,"$2,500.00",$   0.00 (12/10/2015)
Eaton Vance-Atlanta Capital Focused Growth Fund Class I (EILGX),Large Growth,17.01%,36.34% (6/30/2021),25.90% (6/30/2021),23.61% (6/30/2021),15.04% (6/30/2021),9.87% (6/30/2021),0.80%,0.85%,4 (1138 Rated),5 (1138 Rated),4 (1024 Rated),3 (761 Rated),6,16.43 (06/30/2021),1.50 (06/30/2021),0.78 (06/30/2021),0.88 (06/30/2021),6 years,04/30/2002,$455.09,23% (09/30/2020),"$2,500.00",N,0.80%,0.85%,N,  81% (1239 Funds),  16% (1138 Funds),  28% (1024 Funds),  67% (761 Funds),-,-,"$2,500",-,-,$0.001 (12/03/2019),17.01% (7/15/2021),3.74% (6/30/2021),10.89% (6/30/2021),13.45% (6/30/2021),$15.75,$0.02,0.13%,-,-,"$2,500.00",$0.001 (12/03/2019)
Eaton Vance Atlanta Capital Select Equity Fund Class A (ESEAX),Large Growth,10.64%,35.36% (6/30/2021),19.34% (6/30/2021),16.27% (6/30/2021),-,15.20% (6/30/2021),1.05%,1.06%,1 (1138 Rated),2 (1138 Rated),1 (1024 Rated),-,6,17.31 (06/30/2021),1.04 (06/30/2021),0.84 (06/30/2021),0.85 (06/30/2021),10 years,01/03/2012,"$1,046.66",18% (09/30/2020),"$2,500.00",Y,1.05%,1.06%,Y,  87% (1239 Funds),  78% (1138 Funds),  95% (1024 Funds),-,-,-,"$2,500",-,-,$   0.00 (12/10/2015),10.64% (7/15/2021),0.03% (6/30/2021),5.25% (6/30/2021),9.31% (6/30/2021),$33.27,-$0.07,-0.21%,-,-,"$2,500.00",$   0.00 (12/10/2015)
Eaton Vance Atlanta Capital Select Equity Fund Class C (ESECX),Large Growth,10.14%,34.35% (6/30/2021),18.46% (6/30/2021),15.41% (6/30/2021),-,14.34% (6/30/2021),1.80%,1.81%,1 (1138 Rated),2 (1138 Rated),1 (1024 Rated),-,6,17.32 (06/30/2021),0.99 (06/30/2021),0.84 (06/30/2021),0.85 (06/30/2021),10 years,01/03/2012,"$1,046.66",18% (09/30/2020),"$2,500.00",N,1.80%,1.81%,N,  91% (1239 Funds),  86% (1138 Funds),  97% (1024 Funds),-,-,-,"$2,500",-,-,$   0.00 (12/10/2015),10.14% (7/15/2021),-0.03% (6/30/2021),5.07% (6/30/2021),8.87% (6/30/2021),$31.06,-$0.07,-0.22%,-,-,"$2,500.00",$   0.00 (12/10/2015)
Eaton Vance Atlanta Capital Select Equity Fund Class I (ESEIX),Large Growth,10.76%,35.72% (6/30/2021),19.65% (6/30/2021),16.57% (6/30/2021),-,15.48% (6/30/2021),0.80%,0.81%,2 (1138 Rated),3 (1138 Rated),1 (1024 Rated),-,6,17.31 (06/30/2021),1.06 (06/30/2021),0.84 (06/30/2021),0.85 (06/30/2021),10 years,01/03/2012,"$1,046.66",18% (09/30/2020),"$2,500.00",N,0.80%,0.81%,N,  86% (1239 Funds),  75% (1138 Funds),  94% (1024 Funds),-,-,-,"$2,500",-,-,$   0.00 (12/10/2015),10.76% (7/15/2021),0.06% (6/30/2021),5.32% (6/30/2021),9.43% (6/30/2021),$34.06,-$0.07,-0.21%,-,-,"$2,500.00",$   0.00 (12/10/2015)
Eaton Vance Atlanta Capital SMID-Cap Fund Class A (EAASX),Mid-Cap Growth,13.77%,42.52% (6/30/2021),15.23% (6/30/2021),15.70% (6/30/2021),14.27% (6/30/2021),11.83% (6/30/2021),1.17%,1.17%,3 (546 Rated),2 (546 Rated),2 (489 Rated),3 (379 Rated),6,22.14 (06/30/2021),0.63 (06/30/2021),0.86 (06/30/2021),0.90 (06/30/2021),19 years,04/30/2002,"$12,755.93",21% (09/30/2020),"$2,500.00",Y,1.17%,1.17%,Y,  66% (579 Funds),  89% (546 Funds),  90% (489 Funds),  48% (379 Funds),-,-,"$2,500",-,-,$   0.00 (12/10/2015),13.77% (7/15/2021),-1.00% (6/30/2021),5.23% (6/30/2021),14.04% (6/30/2021),$37.52,-$0.06,-0.16%,-,-,"$2,500.00",$   0.00 (12/10/2015)
